"用户信息_学段","用户信息_学科","课程信息_年级","教师行为_板书时长","教师行为_讲授时长","教师行为_巡视时长","教师行为_课件操作时长","教师行为_师生对话时长","教师行为_观察时长","学生行为_读写时长","学生行为_举手时长","学生行为_听讲时长","学生行为_生生互动时长","学生行为_应答时长","学生行为_上台展示时长","教学场景_知识讲解时长","教学场景_作业练习时长","教学场景_汇报展示时长","教学场景_小组学习时长","教学场景_师生对话时长","教学场景_知识讲解个数","教学场景_作业练习个数","教学场景_汇报展示个数","教学场景_小组学习个数","教学场景_师生对话个数","教学场景_知识讲解占比","教学场景_作业练习占比","教学场景_汇报展示占比","教学场景_小组学习占比","教学场景_师生对话占比","参与度_总参与度","参与度_知识讲解","参与度_作业练习","参与度_汇报展示","参与度_小组学习","参与度_师生对话","一致性_总一致性","一致性_知识讲解","一致性_作业练习","一致性_汇报展示","一致性_小组学习","一致性_师生对话","抬头率_总抬头率","抬头率_知识讲解","抬头率_作业练习","抬头率_汇报展示","抬头率_小组学习","抬头率_师生对话","活跃度_总活跃度","活跃度_知识讲解","活跃度_作业练习","活跃度_汇报展示","活跃度_小组学习","活跃度_师生对话","知识讲解场景_话语讲授时长","知识讲解场景_板书时长","知识讲解场景_课件操作时长","知识讲解场景_互动时长","知识讲解场景_停顿时长","知识讲解场景_话语讲授占比","知识讲解场景_板书占比","知识讲解场景_课件操作占比","知识讲解场景_互动占比","知识讲解场景_停顿占比","知识讲解场景_平均语速分钟个数","知识讲解场景_最低语速分钟个数","知识讲解场景_最高语速分钟个数","知识讲解场景_口头禅个数","知识讲解场景_口头禅总次数","知识讲解场景_巡视时长(分钟)","知识讲解场景_巡视次数","知识讲解场景_巡视位置是否均衡","师生对话场景_老师话语时长","师生对话场景_学生直接应答时长","师生对话场景_学生站立应答时长","师生对话场景_齐答时长","师生对话场景_沉寂混乱时长","师生对话场景_老师话语占比","师生对话场景_学生直接应答占比","师生对话场景_学生站立应答占比","师生对话场景_齐答占比","师生对话场景_沉寂混乱占比","全课堂_师生对话次数","全课堂_短应答次数","全课堂_长应答次数","全课堂_齐答次数","全课堂_声音过低次数","全课堂_短应答占比","全课堂_长应答占比","全课堂_齐答占比","全课堂_声音过低占比","全课堂_应答时长<1秒次数","全课堂_应答时长1-2秒次数","全课堂_应答时长2-3秒次数","全课堂_应答时长3-4秒次数","全课堂_应答时长>4秒次数","全课堂_举手次数","全课堂_举手人次","全课堂_1人举手次数","全课堂_2-3人举手次数","全课堂_4-6人举手次数","全课堂_7-10人举手次数","全课堂_>10人举手次数","全课堂_站立应答次数","全课堂_站立应答分布是否均衡","课堂问题_总个数","课堂问题_是何问题个数","课堂问题_为何问题个数","课堂问题_如何问题个数","课堂问题_若何问题个数","课堂问题_其他问题个数","课堂问题_是何问题占比","课堂问题_为何问题占比","课堂问题_如何问题占比","课堂问题_若何问题占比","课堂问题_其他问题占比","ST分析_是否有长达2以上的学生主导时间","ST分析_是否有长达1以上的老师主导时间","ST分析_Rt值是否在0.35~0.6之间","ST分析_Ch值是否在0.3~0.5之间","ST分析_教师占有率","ST分析_学生占有率","ST分析_师生行为转换率"
"初中","数学","初一",248,1207,752,30,267,0,23,100,2316,165,41,0,1396,703,0,165,267,23,9,0,5,17,55.4,27.9,0,6.5,10.6,72.6,69.7,71.9,0,94.0,76.3,56.2,54.6,61.9,0,52.2,52.5,58.9,65.9,40.8,0,62.0,67.8,31.5,26.4,43.0,0,32.0,27.8,1150,173,30,63,272,71.9,12.4,2.1,4.5,19.5,280,127,510,3,54,12,24,0,114,22,19,0,112,42.7,8.2,7.1,0.0,41.9,9,3,0,0,6,33.3,0.0,0.0,66.7,1,2,0,0,0,1,0,1,0,0,0,0,8,0,97,46,5,9,0,37,47,5,9,0,38,0,0,1,0,0.57,0.43,0.22
"初中","数学","初一",0,1595,0,24,92,0,1844,0,0,674,14,0,1764,0,0,674,92,27,0,0,23,7,70.0,0.0,0,26.7,3.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1585,0,24,54,129,89.1,0.0,1.4,3.1,7.3,289,128,900,3,59,0,0,0,37,14,0,0,41,40.2,15.2,0.0,0.0,44.6,3,2,1,0,0,66.7,33.3,0.0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,87,45,1,5,2,34,52,1,6,2,39,0,0,0,0,0.68,0.32,0.19
"初中","数学","初一",44,190,276,0,39,0,6,0,2476,45,8,0,248,2203,0,45,39,3,4,0,1,3,9.8,87.4,0,1.8,1.5,77.8,69.0,78.6,0,93.9,69.8,65.6,47.7,68.3,0,45.8,50.7,48.8,64.5,46.3,0,62.3,77.1,18.9,20.5,18.5,0,24.4,25.0,190,0,0,23,35,76.6,0.0,0.0,9.3,14.1,192,168,270,1,5,4,17,1,15,8,0,0,16,38.5,20.5,0.0,0.0,41.0,2,1,0,0,1,50.0,0.0,0.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,100,1,0,0,0,0.09,0.91,0.03
"初中","英语","初一",180,204,488,0,24,0,2,12,1603,902,0,0,264,1317,0,902,24,2,2,0,2,1,10.5,52.3,0,35.8,1.0,79.9,69.0,70.7,0,97.0,64.6,59.7,48.1,58.7,0,64.7,53.9,54.4,66.5,58.6,0,43.8,86.4,22.2,26.9,20.2,0,23.9,17.8,204,0,0,34,26,77.3,0.0,0.0,12.9,9.8,189,162,255,1,12,8,27,0,0,0,0,0,24,0.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,100,1,0,0,0,0.11,0.89,0.03
"初中","英语","初一",168,1083,508,181,628,0,47,4,2208,200,89,0,1436,246,0,200,628,32,7,0,6,29,57.0,9.8,0,7.9,24.9,73.1,69.5,74.6,0,94.7,73.7,56.9,54.7,66.9,0,48.7,60.5,66.0,70.7,43.2,0,48.4,69.8,26.6,24.7,22.8,0,56.2,23.1,958,93,181,111,389,56.3,6.5,12.6,7.7,27.1,480,137,2100,3,71,8,20,0,210,73,9,7,329,33.4,11.6,1.4,1.1,52.4,14,4,3,2,5,28.6,21.4,14.3,35.7,1,3,2,1,0,2,0,2,0,0,0,0,7,0,54,23,0,3,0,28,43,0,6,0,52,0,0,0,0,0.64,0.36,0.36
"初中","语文","初一",88,992,196,110,510,0,65,40,2053,293,90,0,1232,476,0,293,510,28,10,0,8,22,48.9,18.9,0,11.6,20.2,72.0,72.8,54.8,0,93.7,73.6,57.8,57.3,55.5,0,60.9,59.5,89.7,88.3,91.1,0,96.8,87.8,24.2,23.2,28.6,0,22.8,23.4,961,24,110,53,290,69.6,1.9,8.9,4.3,23.5,261,90,540,3,73,3,23,0,97,62,8,20,323,19.0,12.2,1.6,3.9,63.3,13,6,4,1,2,46.2,30.8,7.7,15.4,3,3,4,0,0,4,0,3,1,0,0,0,5,1,64,30,7,4,0,23,47,11,6,0,36,0,0,1,0,0.5,0.5,0.27
"初中","英语","初一",156,1086,696,56,325,0,51,25,1979,426,62,0,1279,481,0,426,325,28,10,0,13,17,50.8,19.1,0,16.9,12.9,74.4,71.3,68.4,0,93.1,71.2,54.6,53.8,60.0,0,51.9,53.5,73.5,74.8,66.6,0,74.0,77.6,29.5,26.4,32.6,0,34.9,30.1,1058,85,56,48,258,73.9,6.6,4.4,3.8,20.2,607,173,1800,3,23,11,22,1,64,41,14,7,199,19.7,12.6,4.3,2.2,61.2,7,5,0,1,1,71.4,0.0,14.3,14.3,0,5,0,0,0,5,0,4,1,0,0,0,2,0,30,15,3,2,0,10,50,10,7,0,33,0,0,1,0,0.51,0.49,0.22
"初中","数学","初一",716,1241,188,60,415,0,29,4,2323,117,49,0,1375,604,0,117,415,29,18,0,3,21,54.6,24.0,0,4.6,16.5,69.7,68.6,68.9,0,92.9,68.1,51.1,49.6,54.9,0,52.2,50.2,53.7,52.2,52.7,0,69.9,55.2,27.0,23.5,37.7,0,27.2,22.8,1136,405,60,34,460,56.4,29.5,4.4,2.5,33.5,271,137,720,3,34,3,16,1,103,42,7,0,263,24.8,10.1,1.7,0.0,63.4,7,4,2,0,1,57.1,28.6,0.0,14.3,0,4,1,1,0,2,0,2,0,0,0,0,2,1,73,33,3,6,1,30,45,4,8,1,41,0,0,1,0,0.58,0.42,0.22
"初中","数学","初一",208,1054,304,58,138,0,17,170,1917,571,11,0,1138,667,0,571,138,22,10,0,9,9,45.2,26.5,0,22.7,5.5,76.2,69.2,72.5,0,96.0,70.7,56.6,52.5,64.1,0,56.6,54.2,58.8,69.1,48.8,0,47.6,69.0,29.0,24.5,26.3,0,41.7,26.2,1026,103,58,20,197,78.5,9.1,5.1,1.8,17.3,291,180,510,3,32,5,18,0,21,8,3,0,106,15.2,5.8,2.2,0.0,76.8,3,1,1,0,1,33.3,33.3,0.0,33.3,0,1,1,0,0,0,0,0,0,0,0,0,2,1,45,19,3,5,0,18,42,7,11,0,40,0,0,1,0,0.46,0.54,0.15
"初中","数学","初一",441,1494,144,113,335,0,18,4,2457,25,31,0,1653,504,0,25,335,24,10,0,2,19,65.6,20.0,0,1.0,13.3,69.9,68.2,75.7,0,87.7,68.3,52.5,49.1,65.9,0,50.2,49.6,51.6,52.8,42.2,0,70.9,58.3,27.3,26.4,30.7,0,22.9,27.2,1393,240,113,48,363,69.0,14.5,6.8,2.9,22.0,274,135,600,3,86,2,17,0,89,30,0,1,215,26.6,9.0,0.0,0.3,64.2,10,4,1,0,5,40.0,10.0,0.0,50.0,2,2,1,0,0,2,0,2,0,0,0,0,5,0,107,69,1,7,2,28,65,1,7,2,26,0,0,0,0,0.68,0.32,0.18
"初中","数学","初一",236,531,520,61,593,0,85,36,1581,720,105,0,692,521,0,720,593,28,9,0,15,27,27.5,20.7,0,28.6,23.5,75.2,72.5,54.5,0,94.5,73.1,57.1,58.2,51.1,0,59.6,58.0,78.5,85.7,65.1,0,72.6,88.9,30.2,25.0,51.2,0,24.1,25.3,457,35,61,43,140,62.9,5.1,8.8,6.2,20.2,269,128,540,3,32,8,36,0,89,46,1,58,399,15.0,7.8,0.2,9.8,67.3,17,2,1,12,2,11.8,5.9,70.6,11.8,1,1,0,1,0,4,0,3,1,0,0,0,2,0,48,31,0,3,0,14,65,0,6,0,29,0,0,0,0,0.29,0.71,0.24
"初中","语文","初一",8,188,304,0,23,0,5,0,1448,1073,8,0,262,1176,0,1073,23,3,2,0,2,2,10.4,46.7,0,42.6,0.9,82.4,70.2,73.2,0,95.7,67.7,59.4,53.5,57.9,0,62.6,49.3,47.9,76.2,49.7,0,38.8,63.5,18.7,20.4,18.1,0,18.8,24.2,188,0,0,37,37,71.8,0.0,0.0,14.1,14.1,186,167,320,1,2,5,21,0,6,5,2,1,9,26.1,21.7,8.7,4.3,39.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,100,1,0,0,0,0.09,0.91,0.04
"初中","语文","初一",0,662,196,616,1143,0,212,4,1315,603,377,0,697,64,0,603,1143,16,3,0,18,22,27.7,2.5,0,23.9,45.4,80.6,73.8,58.7,0,92.9,79.6,62.1,63.9,53.8,0,58.9,63.2,77.8,53.6,76.3,0,82.1,90.3,19.5,16.4,27.3,0,28.8,16.0,332,0,616,55,266,6.6,0.0,88.4,7.9,38.2,228,109,400,3,52,3,24,0,20,312,61,4,746,1.7,27.3,5.3,0.3,65.3,2,0,1,1,0,0.0,50.0,50.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,2,33,0,0,0,67,0,0,1,0,0.46,0.54,0.13
"初中","数学","初一",172,549,80,0,1053,0,122,111,1985,254,250,0,772,444,0,254,1053,38,4,0,16,43,30.6,17.6,0,10.1,41.8,82.3,85.8,67.9,0,92.5,83.3,66.4,68.0,61.3,0,67.2,67.1,91.5,99.3,56.8,0,100.0,98.3,23.1,17.6,50.4,0,15.1,17.4,517,67,0,89,169,62.4,8.7,0.0,11.5,21.9,244,153,480,3,64,1,6,1,299,209,40,1,504,28.4,19.8,3.8,0.1,47.9,30,16,9,0,5,53.3,30.0,0.0,16.7,5,11,4,1,4,4,0,3,1,0,0,0,13,0,76,37,1,10,1,27,49,1,13,1,36,0,0,1,1,0.45,0.55,0.35
"初中","英语","初一",0,1537,320,53,599,0,101,48,2212,53,156,0,1624,238,0,53,599,15,10,0,1,8,64.4,9.4,0,2.1,23.8,66.0,65.6,63.0,0,95.2,65.9,61.5,60.7,50.1,0,52.1,68.8,34.0,36.6,28.4,0,79.4,25.3,26.1,23.3,57.7,0,24.3,21.4,1496,0,53,16,83,91.4,0.0,3.3,1.0,5.1,493,170,1320,2,70,5,16,1,11,148,8,0,432,1.8,24.7,1.3,0.0,72.1,4,0,3,0,1,0.0,75.0,0.0,25.0,0,0,1,0,2,2,0,0,2,0,0,0,3,0,26,14,2,2,0,8,54,8,8,0,31,0,1,0,0,0.84,0.16,0.09
"初中","语文","初一",89,1297,528,147,628,0,121,19,1923,282,217,0,1462,146,0,282,628,23,11,0,6,23,58.0,5.8,0,11.2,24.9,73.6,71.4,69.2,0,96.7,69.2,59.1,55.8,58.9,0,62.2,65.3,59.7,74.7,61.2,0,23.5,40.5,28.8,24.3,23.6,0,65.6,23.9,1249,48,147,67,245,75.4,3.3,10.1,4.6,16.8,540,180,1740,3,28,8,38,1,85,193,21,3,326,13.5,30.7,3.3,0.5,51.9,9,4,0,1,4,44.4,0.0,11.1,44.4,0,4,0,0,0,0,0,0,0,0,0,0,6,1,44,18,0,5,0,21,41,0,11,0,48,0,0,0,0,0.6,0.4,0.17
"初中","数学","初一",352,962,336,61,413,0,42,36,2199,242,42,0,1044,828,0,242,413,28,13,0,7,21,41.4,32.9,0,9.6,16.4,70.2,67.4,67.9,0,92.7,69.0,50.4,47.7,57.9,0,46.8,44.1,52.1,55.2,49.7,0,52.0,48.7,29.6,25.9,28.3,0,44.5,32.9,884,130,61,10,185,73.9,12.5,5.8,1.0,17.7,256,114,540,2,31,5,24,0,43,35,3,4,328,10.4,8.5,0.7,1.0,79.4,4,2,1,0,1,50.0,25.0,0.0,25.0,0,2,1,0,0,2,0,2,0,0,0,0,2,0,32,12,2,2,1,15,38,6,6,3,47,0,0,1,0,0.44,0.56,0.19
"初中","英语","初一",60,1498,344,0,553,0,129,92,1834,247,311,0,1691,23,0,247,553,13,2,0,8,8,67.1,0.9,0,9.8,21.9,78.7,78.9,67.8,0,96.1,70.8,58.3,61.6,55.8,0,47.3,53.4,83.8,92.4,77.5,0,53.1,71.2,23.6,19.3,23.3,0,64.3,18.4,1490,36,0,55,166,86.5,2.1,0.0,3.3,9.8,484,225,1800,2,23,5,14,0,23,205,103,3,219,4.2,37.1,18.6,0.5,39.6,4,2,2,0,0,50.0,50.0,0.0,0.0,1,1,1,0,1,2,0,1,1,0,0,0,2,0,19,11,2,0,0,6,58,11,0,0,32,0,0,0,0,0.62,0.38,0.14
"初中","数学","初一",490,1346,240,0,229,0,15,84,2408,68,32,0,1558,659,0,68,229,22,10,0,3,14,61.8,26.2,0,2.7,9.1,69.8,70.3,65.8,0,92.6,71.1,55.9,55.2,58.2,0,56.0,54.4,70.9,75.7,55.5,0,86.0,77.8,27.4,25.3,34.8,0,21.4,21.7,1283,320,0,79,390,65.9,20.5,0.0,5.1,25.0,296,147,960,3,81,4,17,1,93,20,12,0,104,40.6,8.7,5.2,0.0,45.4,7,2,1,0,4,28.6,14.3,0.0,57.1,2,0,0,0,1,4,0,3,1,0,0,0,7,0,111,62,7,10,1,31,56,6,9,1,28,0,0,0,0,0.63,0.37,0.16
"初中","语文","初一",80,974,672,109,207,0,27,49,2118,356,33,0,1133,838,0,356,207,25,17,0,5,13,45.0,33.3,0,14.1,8.2,72.4,68.9,68.0,0,95.7,69.3,60.5,60.0,58.6,0,66.9,60.0,54.1,59.2,45.2,0,55.9,58.2,31.6,28.1,38.8,0,25.8,31.3,932,28,109,20,234,73.9,2.5,9.6,1.8,20.7,274,171,480,2,15,11,16,0,35,22,4,7,139,16.9,10.6,1.9,3.4,67.1,8,2,1,2,3,25.0,12.5,25.0,37.5,0,2,1,0,0,5,0,3,2,0,0,0,7,1,33,26,2,1,0,4,79,6,3,0,12,0,0,1,0,0.42,0.58,0.18
"初中","英语","初一",12,1679,52,33,154,0,11,0,2391,102,14,0,2002,257,0,102,154,20,12,0,4,11,79.4,10.2,0,4.0,6.1,68.1,67.1,68.0,0,90.6,67.2,61.8,63.8,58.2,0,47.4,51.5,32.7,29.4,46.9,0,47.6,41.3,26.0,24.5,28.9,0,42.5,29.6,1673,12,33,85,277,81.6,0.6,1.6,4.2,13.8,430,126,1800,3,47,0,3,1,51,13,0,1,89,33.1,8.4,0.0,0.6,57.8,3,0,3,0,0,0.0,100.0,0.0,0.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,151,77,9,5,0,60,51,6,3,0,40,0,0,0,0,0.77,0.23,0.21
"初中","语文","初一",137,1066,272,134,743,0,89,105,2127,130,201,0,1308,329,0,130,743,35,14,0,7,34,51.9,13.1,0,5.2,29.5,70.9,71.2,62.1,0,90.3,70.9,55.4,55.8,55.7,0,54.8,54.8,85.1,86.1,73.6,0,93.0,87.0,25.1,23.8,35.4,0,22.3,23.3,1010,53,134,101,272,67.2,4.1,10.2,7.7,20.8,244,165,480,3,74,4,11,0,180,143,47,11,362,24.2,19.2,6.3,1.5,48.7,17,4,7,0,6,23.5,41.2,0.0,35.3,0,4,3,0,4,7,0,4,1,2,0,0,8,1,84,35,1,6,1,41,42,1,7,1,49,0,0,1,0,0.59,0.41,0.29
"初中","语文","初一",44,109,528,0,754,0,43,8,2288,139,124,0,173,1460,0,139,754,8,19,0,4,23,6.9,57.9,0,5.5,29.9,74.6,74.0,76.4,0,94.0,67.7,67.2,63.3,70.4,0,49.5,65.2,42.7,53.6,45.3,0,55.7,32.8,28.9,26.1,26.5,0,51.3,30.2,107,4,0,31,35,60.7,2.3,0.0,17.9,20.2,242,128,330,3,21,8,35,0,266,106,11,7,364,35.3,14.1,1.5,0.9,48.3,20,8,5,1,6,40.0,25.0,5.0,30.0,3,5,5,0,0,3,0,2,1,0,0,0,12,1,42,24,0,0,0,18,57,0,0,0,43,1,0,0,0,0.24,0.76,0.2
"初中","数学","初一",57,1066,1400,133,224,0,14,16,2414,69,29,0,1349,864,0,69,224,21,11,0,4,15,53.5,34.3,0,2.7,8.9,70.7,69.2,72.0,0,91.3,68.1,59.1,58.0,61.8,0,57.8,55.8,53.5,58.1,41.5,0,82.1,63.3,27.4,23.8,33.8,0,24.4,24.8,1010,34,133,106,288,66.6,2.5,9.9,7.9,21.3,280,128,570,3,81,23,15,0,76,27,2,0,119,33.9,12.1,0.9,0.0,53.1,3,2,0,0,1,66.7,0.0,0.0,33.3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,92,45,4,8,2,33,49,4,9,2,36,1,0,1,0,0.56,0.44,0.22
"初中","英语","初一",70,861,500,86,683,0,92,102,2185,71,192,0,1100,677,0,71,683,27,10,0,5,27,43.7,26.9,0,2.8,27.1,67.7,69.4,59.8,0,86.2,70.9,48.3,48.1,46.4,0,49.6,50.5,81.7,79.5,82.7,0,91.3,83.1,27.8,25.6,37.8,0,26.9,21.4,805,48,86,92,225,66.1,4.4,7.8,8.4,20.5,563,137,2100,2,36,8,29,0,99,133,11,48,392,14.5,19.5,1.6,7.0,57.4,16,3,5,5,3,18.7,31.2,31.2,18.7,0,3,3,0,2,4,0,3,1,0,0,0,5,0,59,30,1,2,0,26,51,2,3,0,44,0,0,1,0,0.52,0.48,0.21
"初中","英语","初一",120,654,296,102,690,0,99,59,1580,643,144,0,839,338,0,643,690,33,11,0,21,36,33.3,13.4,0,25.5,27.4,76.9,73.5,65.8,0,92.7,71.6,57.6,60.2,54.4,0,56.8,56.9,86.3,93.0,78.1,0,82.1,86.1,25.0,19.1,29.7,0,35.5,20.0,555,4,102,47,145,65.3,0.5,12.2,5.6,17.3,284,180,510,3,43,4,28,0,135,56,6,82,411,19.6,8.1,0.9,11.9,59.6,14,1,0,12,1,7.1,0.0,85.7,7.1,1,0,0,0,0,5,0,4,1,0,0,0,6,0,36,16,1,0,2,17,44,3,0,6,47,0,0,1,0,0.37,0.63,0.27
"初中","语文","初一",48,1280,264,183,775,0,164,4,1819,175,360,0,1334,234,0,175,775,15,6,0,8,12,52.9,9.3,0,6.9,30.8,75.7,73.0,72.6,0,91.7,77.5,47.3,47.6,56.6,0,40.9,45.4,61.8,63.2,56.8,0,42.0,65.3,22.3,20.7,22.9,0,55.4,17.4,1239,24,183,3,217,80.4,1.8,13.7,0.2,16.3,316,180,540,3,51,4,21,1,19,331,28,1,396,2.5,42.7,3.6,0.1,51.1,4,1,3,0,0,25.0,75.0,0.0,0.0,0,1,2,0,1,1,0,0,1,0,0,0,2,0,16,9,1,2,0,4,56,6,13,0,25,0,1,1,0,0.57,0.43,0.16
"初中","英语","初一",91,950,32,157,1134,0,171,76,1817,116,466,0,1175,89,0,116,1134,28,3,0,1,27,46.6,3.5,0,4.6,45.0,68.5,68.1,56.2,0,97.7,67.0,56.2,53.8,51.4,0,37.6,61.0,74.4,86.4,95.5,0,34.7,64.4,30.7,27.8,34.7,0,99.5,26.3,837,67,157,141,195,61.8,5.7,13.4,12.0,16.6,480,141,1740,3,58,0,5,1,268,446,16,4,400,23.6,39.3,1.4,0.4,35.3,18,4,10,3,1,22.2,55.6,16.7,5.6,2,2,3,0,7,6,0,3,3,0,0,0,3,0,94,42,6,14,1,31,45,6,15,1,33,0,0,0,0,0.77,0.23,0.23
"初中","语文","初一",177,687,56,67,435,0,57,49,2088,299,75,0,773,1003,0,299,435,31,23,0,6,25,30.7,39.8,0,11.9,17.3,69.2,67.4,63.7,0,94.7,67.7,53.8,51.0,54.7,0,58.0,53.9,57.3,58.0,57.4,0,65.3,50.7,31.0,29.2,32.8,0,31.0,30.1,647,62,67,13,162,72.2,8.0,8.7,1.7,21.0,276,145,480,3,59,0,6,0,105,64,8,3,255,24.1,14.7,1.8,0.7,58.6,12,7,4,0,1,58.3,33.3,0.0,8.3,1,6,1,1,2,6,0,3,2,0,1,0,6,1,54,35,6,2,0,11,65,11,4,0,20,0,0,0,0,0.34,0.66,0.19
"初中","语文","初一",12,1693,780,73,275,0,30,104,2359,79,54,0,1939,218,0,79,275,24,9,0,3,18,76.9,8.7,0,3.1,10.9,69.1,68.8,62.0,0,92.6,69.6,50.1,49.8,47.5,0,50.6,53.8,48.4,49.3,44.3,0,68.1,40.1,30.4,27.4,59.6,0,25.2,29.4,1674,12,73,46,266,82.9,0.6,3.8,2.4,13.7,271,128,510,3,75,13,10,0,95,42,10,2,126,34.5,15.3,3.6,0.7,45.8,9,3,3,0,3,33.3,33.3,0.0,33.3,0,3,2,1,0,2,0,1,1,0,0,0,6,1,89,45,13,7,0,24,51,15,8,0,27,0,0,0,0,0.72,0.28,0.2
"初中","英语","初一",165,952,740,25,338,0,38,9,2294,108,84,0,1147,914,0,108,338,19,10,0,1,16,45.5,36.3,0,4.3,13.4,71.6,66.1,77.0,0,96.1,67.4,61.2,56.9,68.1,0,55.2,59.1,38.6,42.7,31.9,0,49.2,39.4,31.8,27.4,40.0,0,26.4,26.2,922,115,25,67,238,70.8,10.0,2.2,5.8,20.8,353,145,1260,2,34,12,29,1,133,75,6,3,121,39.3,22.2,1.8,0.9,35.8,11,4,4,0,3,36.4,36.4,0.0,27.3,1,3,2,0,2,1,0,1,0,0,0,0,5,1,61,26,3,1,1,30,43,5,2,2,49,0,0,1,0,0.51,0.49,0.19
"初中","英语","初一",20,1077,912,160,260,0,36,36,1599,847,32,0,1332,71,0,847,260,25,3,0,17,16,52.9,2.8,0,33.6,10.3,78.3,70.9,51.5,0,93.5,74.3,57.3,56.1,48.2,0,59.7,58.3,92.5,91.4,97.2,0,93.9,92.7,24.5,22.6,23.2,0,27.2,25.8,1003,12,160,54,299,67.9,0.9,12.0,4.1,22.4,281,140,540,3,43,15,24,0,62,27,4,1,166,23.8,10.4,1.5,0.4,63.8,5,2,1,1,1,40.0,20.0,20.0,20.0,0,2,1,0,0,1,0,0,1,0,0,0,4,0,61,17,4,2,0,38,28,7,3,0,62,0,0,1,0,0.5,0.5,0.24
"初中","语文","初一",0,911,708,84,646,0,107,20,1246,810,355,0,1017,37,0,810,646,12,3,0,2,7,40.4,1.5,0,32.1,25.6,87.6,76.0,79.3,0,98.7,92.6,57.9,62.7,76.9,0,37.2,75.1,69.7,83.4,36.6,0,31.8,97.7,27.3,21.6,32.6,0,48.8,9.1,875,0,84,28,126,81.3,0.0,8.3,2.8,12.4,302,205,540,2,47,11,12,0,26,329,25,1,265,4.0,50.9,3.9,0.2,41.0,3,3,0,0,0,100.0,0.0,0.0,0.0,0,3,0,0,0,1,0,1,0,0,0,0,2,1,46,11,3,8,0,24,24,7,17,0,52,1,0,0,0,0.61,0.39,0.09
"初中","英语","初一",0,402,0,0,215,0,638,0,0,1771,113,0,524,0,0,1771,215,17,0,0,18,10,20.8,0.0,0,70.3,8.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,402,0,0,38,84,76.7,0.0,0.0,7.3,16.0,363,145,1440,3,97,0,0,0,48,113,0,0,54,22.3,52.6,0.0,0.0,25.1,4,4,0,0,0,100.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,25,2,5,0,19,49,4,10,0,37,1,0,0,0,0.23,0.77,0.14
"初中","英语","初一",0,606,540,0,123,0,18,8,2125,360,20,0,690,1345,0,360,123,14,2,0,9,8,27.4,53.4,0,14.3,4.9,83.5,78.3,82.6,0,94.8,88.9,69.6,64.0,74.8,0,61.8,67.5,49.3,77.9,24.8,0,75.0,81.2,24.7,19.4,27.0,0,27.3,21.6,606,0,0,11,73,87.8,0.0,0.0,1.6,10.6,275,85,540,2,26,9,34,1,33,14,2,4,70,26.8,11.4,1.6,3.3,56.9,3,2,0,1,0,66.7,0.0,33.3,0.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,13,6,0,0,0,7,46,0,0,0,54,1,0,0,0,0.27,0.73,0.12
"初中","英语","初一",104,890,1272,61,176,0,26,25,2409,25,51,0,1001,1308,0,25,176,20,22,0,2,13,39.7,51.9,0,1.0,7.0,66.7,66.7,66.5,0,88.2,64.7,59.4,58.8,60.2,0,63.5,56.0,59.9,60.3,58.0,0,64.9,70.5,35.5,31.4,39.1,0,35.0,32.7,870,95,61,35,211,73.3,9.5,6.1,3.5,21.1,268,171,510,3,52,21,24,1,18,33,1,17,107,10.2,18.7,0.6,9.7,60.8,3,1,0,2,0,33.3,0.0,66.7,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,52,23,2,6,1,20,44,4,12,2,39,0,0,1,0,0.4,0.6,0.17
"初中","英语","初一",80,577,444,43,825,0,107,84,2066,198,144,0,633,858,0,198,825,16,12,0,6,17,25.1,34.0,0,7.9,32.7,72.9,68.4,68.7,0,93.9,75.9,58.1,59.8,62.0,0,48.8,55.0,45.6,53.3,43.0,0,44.5,42.5,30.9,25.4,36.7,0,44.5,25.8,520,43,43,7,78,77.6,6.8,6.8,1.1,12.3,415,180,960,3,25,7,31,0,19,77,53,14,662,2.3,9.3,6.4,1.7,80.2,6,2,2,1,1,33.3,33.3,16.7,16.7,0,2,2,0,0,4,0,1,3,0,0,0,3,0,14,6,0,3,0,5,43,0,21,0,36,0,0,1,0,0.46,0.54,0.11
